id;address;category;description;title
1226;Sydney;Information & Communication Technology;I am looking for a Senior Data Analyst to join an organisation in Sydney, offering the chance to work on a landmark data health program across Australia.Â  Why work for this company? The client is a Large Sydney based company that are offering the chance for a Data Analyst to work on a landmark health program working with health data from across Australia to help improve the lives of everyday Australians. You will be working on one of the largest ever health data sets in Australia and the work you do will directly impact the health of Australians cross the country.Â  Benefits of working at the company: Excellent Salary packaging options Valued staffÂ  with excellent training on offer and a clear path to promotions from within Collaborative culture and supportive team environment Flexible working conditions (Soft Start time etc) Employee assistance program Fixed term contract until July 2018 in line with funding, this could be extended. Based in Surry Hills What are your operational responsibilities? In this role you will be responsible for developing appropriate methods to clean, validate and analyse the data and provide meaningful reports to participating practices, including the Department of Health and relevant stakeholders.Â  You will also work collaboratively within a diverse team across different areas and will be required to engage with stakeholders and team members to identify and present results and information.Â  Do you have what it takes? Relevant graduate or postgraduate qualifications (e.g. epidemiology, pharmacology, public health, biostatistics) Experience in the analysis and interpretation of complex data - strong preference for Health Background. Strong analytical and programming skills including familiarity withÂ SAS, Â SQL server and MS AnalysisÂ Services and Reporting Services Experience implementing quality assurance processes to ensure product quality An understanding of the technical and usability requirements of reports for various stakeholders including GPs Ability to independently solve problems and manage personal work priorities Demonstrated excellent written and oral communication skills as well as organizational and project management skills. Strong negotiation skills and ability to build and manage professional working relationships within research settings A high level computer literacy. What is the best way to secure this role? To apply for this role please send your most recent resume. Most importantly, please make sure your resume clearly highlights relevancy to the above requirements.Â  Apply for this job online via the link or send your resume directly toÂ Dean ColemanÂ by emailingÂ dean.coleman @ nesgt.comÂ . Confidential enquiries can be made by calling Dean onÂ  02 9696 8016Â  Â Â  Established in 1978, NES Global Talent provides a complete range of contract and permanent talent solutions to the Oil and Gas, Power, Construction and Infrastructure, Life Sciences, Manufacturing and IT sectors worldwide. With more than 40 offices in 28 countries, we are able to provide our clients with the engineering and technical expertise they need, wherever and whenever it is needed. Offering far more than a traditional recruitment service, we fully support our contractors while they are on assignment with everything from securing visas and work permits, to providing market leading benefits packages and accommodation, ensuring they are safely and compliantly able to support our clients.;Senior Data Analyst - Health Data  
1227;Gosford & Central Coast;Administration & Office Support;Workforce International is a wholly Australian-owned company with 20 branches throughout Australia. We offer a comprehensive range of industrial recruitment, labour hire and human resource solutions to clients within numerous industries. We are partnered with a leading infrastructure and civil construction company who specialise in large scale construction projects. They are now seeking an experienced Administrator to join their team. The successful candidate will: Have a strong administrative background, Have high level written and verbal communication skills, Have transferable skills in accounts payable, receivable and timesheet management, Have excellent attention to detail with the ability to prioritise workload, Have high level computer literacy skills, Be confident and comfortable working in a construction environment. This role will see the successful candidate: Provide administrative support to the management team, Processing accounts and timesheets, Data entry and adhoc office duties. This role will suit an experienced Administrator, who is willing and eager to learn new skills. The successful candidate will be employed casually through Workforce working Monday-Friday. If you meet the above criteria and are a hardworking and driven individual looking for a local opportunity please submit your resume via the link below or email to teneka.zwan@workforce.com.au To apply, please click on the appropriate link below. Visit www.workforce.com.au to view available jobs or to register with us.;Administrator
1228;Darwin;Retail & Consumer Products;Join our dynamic team and help our valued customers with their every storage need. We're a rapidly growing, ASX 200 listed company with 125 Centres located across Australia and New Zealand - and expanding! The National Storage offering spans self-storage, business storage, records management, climate controlled wine storage, vehicle storage, vehicle and trailer hire, packaging, insurance and other value added services. Each National Storage centre reflects our commitment to quality, convenience and service. The Opportunity We currently have a full time opportunity for a vibrant, motivated and customer focused individual to join our team working across our Darwin centres. We have a down-to-earth and open culture, with leaders who are accessible and willing to help you develop. Reporting to the Centre Manager, this role requires no experience in storage. We will provide you with the necessary tools and training to ensure you're able to excel in this role. Just bring your excellent customer service skills and a positive, can-do attitude! You will be responsible for: Customer Service/Sales Administration work Touring customers through the facility Ensuring our centres are clean and well presented at all times Achieving monthly sales targets Shared Centre mobile responsibilities The ideal candidate: A bubbly and outgoing personality A positive customer-focused attitude Ability to self-motivate and enjoy contributing to a team environment 1-2 years' experience in the workforce (any industry) Basic computer literacy Driver's license/car Confidence with the ability to engage with our customers Ability to work some Saturdays So, why should you apply? Professional growth opportunities Training to set you up for success Supportive and focused team culture and environment Multiple sites across Australia - work close to home Day-time hours on offer - no late-night shopping hours Access to our amazing Employee Benefits Program! Join our National Storage Team where we value Teamwork, Care and Excellence!;Storage Consultant
1229;Melbourne;Healthcare & Medical;" We are seeking experienced Medical Receptionists and Secretaries for temporary assignments. We currently have assignments in Richmond and Mt Waverley.Â  Duties may include:- Answering of phones Booking of appointments Meeting and greeting patients Billing and receipting of consultations Theatre and Anaesthetists bookings Scheduling MRI/CT appointments Hospital billings Dealing with Health Funds Audio Typing of correspondence and operation notes To be successful for a role you will have prior experience within Specialist Medical Suites and have worked on a Practice Management System. These roles will require the ability to work autonomously with minimal supervision. If you are interested in a casual / temporary Medical Reception or Secretarial role then please hit the ""APPLY NOW' button below and send your resume in ""WORD"" format. *Only successful candidates will be contacted. ";Medical Receptionists/Secretaries - Temporary Assignments
1230;Sydney;Engineering;Â  Â  Â  About Laing O'Rourke Â  Â  Laing O'Rourke is a $6 billion international operation with 50 years of involvement in Australian construction and infrastructure including more than a decade under the Laing O'Rourke banner. The business is currently delivering some of Australia's most exciting projects across the transport, building construction, defence, airports, mining, civil and social infrastructure sectors. Laing O'Rourke is committed to becoming the recognised leader for innovation and excellence in the construction industry and has twice been named as one of Australia's Top 10 most innovative businesses by BRW Magazine. Â  Â  Â  About the role Â  Â  Â  Laing O'Rourke is recruiting forÂ a Senior Project Engineer with extensive Overhead Wiring experience for a major Infrastructure project based in Sydney. Â  Â  Â  Key responsibilities Â  Â  Â  You will be responsible for planning and sequencing of construction activities, tracking costs, subcontractor management, interface with design management and construction delivery team whilst at all times adhering to Laing O'Rourke's safety policies & procedures. Â  Â  You will have Â  Â  A relevant engineering degree combined with significant experience in Electrical Construction on large scale civil/rail projects, ideally in Australia. Experience in either Overhead Wiring Tractions or High Voltage Substation projects is desirable. Â  Â  Â  Culture Â  Â  At Laing O'Rourke we work hard to create an environment that brings out the very best in our people. We believe in building careers amid a safe, connected and innovative culture â€“ not just creating jobs. Â  Â  We want to equip all our people with the skills they need to be part of a dynamic Engineering Enterprise. Â  Â  We have our own specialised learning and development programs, providing access to industry-leading learning tools to help every employee acquire the core competencies and skills needed to excel in this fast-changing environment.Â Â Â  Â  Â  We have committed to a number of policies and programs to improve our gender composition, including our industry-leading paid parental leave policy, where the primary carer is entitled to 26 weeks of paid leave, 18 of which are at full pay and eight weeks at half pay. Â  Â  Laing O'Rourke is committed to achieving a diverse workforce and strongly encourages applications from Aboriginal and Torres Strait Islanders and people from culturally diverse backgrounds. Â  Â  Â  Â;Senior Project Engineer (Overhead Wiring) - Laing O'Rourke - Sydney, NSW
1231;Melbourne;Government & Defence;Building Inspector Permanent Full Time (flexible) $82,081 - $89,467 + super + RDO + Council vehicle in accordance with Council policy Council is seeking an enthusiastic and customer focused Building Inspector. As part of Yarra Building Services you will assist in achieving safe and compliant building standards within the City of Yarra and continuously extend your skill set through exposure to varied and diverse building types. Some of your duties includeâ€¦ Statutory and mandatory building inspections Investigation and enforcement duties related to dangerous or non-compliant structures A direct role in achieving a safe and compliant community Responsive high level customer service to internal and external inquires and referrals We offerâ€¦ A supportive team environment with an emphasis on continuous improvement and personal development The opportunity to work for a progressive and diverse local government leader We are interested in applicants who have a good understanding of Building Legislation, and are happy to consider candidates who may have just finished, or are about to finish their formal qualifications in the field. Please contact Goce Gorgievski, Coordinator Statutory Compliance on 9205 5355 for further information. Please see the position descriptionÂ 105109 - Building Inspector - Position Description.docx Applications close on 29 April 2018. Please note: In your application, the selection panel will assess your CV against the technical skills, abilities, and qualifications of the Position Description as well as your separate responses to the Key Selection Criteria. *This position is subject to satisfactory Police Check prior to commencement.Â Pre-employment checks are not used by Yarra City Council to prevent any applicant from applying for this position. Each application will be considered on its merits. Â  Yarra City Council supports flexible and accessible working arrangements for all. This includes people with a disability, Aboriginal and Torres Strait Islanders, culturally, religiously and linguistically diverse people, young people, older people, women, and people who identify as gay, lesbian, bisexual, transgender, intersex or queer. We draw pride and strength from our diversity, remain open to new approaches and actively foster an inclusive workplace that celebrates the contribution made by all our people.;Building Inspector
1232;Melbourne;Manufacturing, Transport & Logistics; Casual Labourers, Pick-Packers and Forklift Drivers Required Great Rates Various Casual Positions Western Suburbs Drake International is currently looking to increase their candidate pool with enthusiastic, experienced Labourers, Pick-Packers and Forklift Drivers, that will deliver an excellent â€˜first impressionâ€™ to clients as well as deliver service beyond expectation. Drakeâ€™s clients are located throughout the Western Suburbs of Melbourne. Due to continual growth Drake requires reliable candidates who are available for on call work with immediate availability. To be successful in these roles you must satisfy the below criteria: Must have own transport and drivers license Relevant Licenses (forklift etc) Available to work Monday to Friday Previous experience Must be an Australian Citizen, Permanent Resident or hold a relevant Visa which entitles the bearer to work in Australia Reliable, Punctual and have good communication skills If you fit the above criteria and would like to register with Drake, please submit your resume via the â€œApply Nowâ€ button below. Interviews starting IMMEDIATELY! ;LABOURERS, FORKLIFT DRIVERS, MACHINE OPS WANTED!
1233;Adelaide;Administration & Office Support;The Company Our client is an Aged Care organisation, providing support in retirement and residential accommodation, in-home services, respite choices and short-term transition services. They have a strong focus providing tailored services to suit their customersâ€™ needs. They are now seeking an experienced Rostering/Scheduling Officer to join their busy team. An existing DCSI Aged Care Clearance will be highly advantageous. The Role In this role, you will be responsible for the scheduling of staff rosters to ensure client services and requirements are effectively met. This will be a full time position on a 6 month contract, with opportunity for extension/permanency based on changing business needs. More specifically, your duties will include: Liaising with clients and internal staff to book services for clients, schedule and update staff shifts and provide confirmation feedback Process staff rosters, including data entry and reconciliation of weekly timesheets Processing staff annual and sick leave requests Records management, updating employee and client information to ensure accurate records Skills & Experience To be successful in this role, you will have worked in a similar administrative or customer service background previously. You will also have fantastic communication skills, outstanding attention to detail, fast data entry and the ability to pick up new software packages quickly and with confidence. Prior experience in a scheduling/rostering position, or administration within a not-for-profit or aged care environment will be ideal. How To Apply Like to know more? To submit your application, in strict confidence, please apply online using the appropriate link below. Alternatively, for a confidential discussion, please contact Megan Kelly in our Adelaide office on (08) 8223 8825.;Scheduling Officer - Aged Care
1234;Sydney;Trades & Services;Randstad are recruiting for a large client based in Erskine park, this client conducts pre delivery checks, servicing and accessory fitment for new vehicles prior to delivery to the dealership. This client is looking for mechanical TA's to assist in pre checks and accessory fitment to be considered you will require the below. Whats on offer: - Long term temp to perm employment - Exceptional Facilities - Potential for future growth within the buisness To be considered for this position you MUST have the below: - Must have a current C class car licence - MUST be able to drive Manual - Must be mechanically minded - Available Mon - Friday , 7am to 3pm with occasional overtime ONGOING If you are mechanically minded and are looking for stable employment with exceptional potential then please apply now!!! -;Trade Assistant
1235;Sydney;Construction;This large building construction firm are looking for an experienced Contract Administrator in the Sydeny CBD Your new company My client is an exceptionally well established Builder Developer. With over 60 yearsâ€™ experience in the successful delivery of iconic projects nationwide, their reputation is second to none. Due to over 10 years of secured projects, itâ€™s needless to say their pipeline of work is solid. Due to this growth, a position now exists for an experience Contract Administrator to join the team in Sydney's CBD. Your new role As Senior CA, you will be reporting directly to some of the most experienced Project Managers in the industry. Working onsite with your PM and site team, you will be responsible for the management and administration of all Commercial aspects of the project from procurement to compiling and presenting accurate cost reports. What you'll need to succeed You will have a minimum of 7 yearsâ€™ experience with a Tier 1 or 2 contractor or respected developer or builder, with experience on Commercial projects in excess of $30M+ across new build and fit out. You must be degree qualified and have experience working in the local Sydney market. You will be self-motivated and enjoy working with a team who respect each other and enjoy an environment where the bar is high. A high level of communication and organisation must be demonstrated in this role. What you'll get in return In return, you will be rewarded with a salary package that reflects your level of expertise and hard work within the business. You will be accepting a career within one of the most well respected builder developers in the industry, with a clear career path to Commercial Manager. Although hard work is expected, this company appreciate the need for work life balance and some fun in the workplace. What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV to ben.dexter@hays.com.au, or call us now. If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career.;Senior Contract Administrator 
1236;Perth;Government & Defence;"Want to be a leader and be part of a bigger team that makes sure Australiaâ€™s health system is world class, affordable and accessible? Keep reading. Today we have around 250 people who work to help make sure Medicare and the PBS is used well.Â  By July this year we will increase to around 400 people. We now need some help â€“ experienced professionals who can help us ensure compliance and adherence with government legislation and regulations across health professionals in Australia. Who are we? The Commonwealth Health Department, Provider Benefits Integrity Division is responsible for identifying, investigating and treating incorrect claiming, inappropriate practices and fraud. We use a range of tools and approaches including; Data analytics Behavioural economics Targeted campaigns Investigations Audit, and Professional review Key elements of our work include conducting targeted interventions, undertaking analysis and auditing of health providersâ€™ billings and practices. Our activities are informed by comprehensive compliance strategies, advanced data analytics and insights from behavioural economics. Preparation of complex and/or sensitive correspondence and corporate documentation, reports, submissions, proposal papers and notes are critical to the success of our work. Our compliance teams work in the areas of Targeted Campaigns, Audit, Professional Review and Data Integrity and Quality.Â  Who are we looking for? People with extensive experience and leadership roles in areas such as audit, fraud, data integrity and quality as well as business improvement. What will you do? You will lead a team in one of the Compliance Sections; Targeted Campaigns Audit Professional Review Pathology Rents Quality These sections undertake a wide range of work including: Working with stakeholders to encourage voluntary acknowledgment of incorrect billing and seek repayments; Conducting analysis and audit of suspected high value claiming which does not meet legal requirements (incorrect claiming). Where an audit identifies incorrect claiming, the Audit Section will raise debts for any incorrect amounts; Review health practitioners (GPâ€™s, Specialists, and Allied Health Professionals) who may have engaged in possible inappropriate practice and where appropriate refer practitioners of concern to the Director of Professional Services Review; Undertaking targeted reviews and regular monthly quality checks of data integrity and decision making, surveying providers who have been audited, and implementing a continuous business improvement program; You will influence and develop strategy, policies, priorities and practices relating to the health provider compliance program. Who are you? You are a strong leader and manager, understand people and have well developed written and oral communication skills.Â  You have a sound understanding and extensive experience in the areas of audit, fraud, entity analysis or quality management You can ensure compliance work is conducted in a timely manner, and to high standards. You have a sound understanding of Australian Government health benefits programs and their governing legislation You will be comfortable and experienced exercising a considerable degree of independence with decision making substantially dependent on your high level judgement What you need to know Positions are based in Canberra, Brisbane, Sydney, Melbourne, Perth or Adelaide Offices Travel within Australia may be required Security clearance - Hold or be able to attain Baseline Security clearance Applicants must be an Australian Citizen Salary EL1 â€“ range $100,502-$114,624 For further information and to submit an application please refer to Department of Health Applications close Sunday 29 April 2018, 11:30pm AEST";Department of Health - Assistant Director, Executive -Level 1 General Compliance
1237;Sydney;Information & Communication Technology;Description: Opportunity for a Java developer to work on a greenfield project (Kafka, Google Cloud, Java) to take this leading global high frequency trading companyÂ that operates within the sporting industry as they move to a new level of technology. The Role This role will be instrumental in the building and ongoing growth of a new cloud based data solution focused on the extraction of structured data from both commercial and publicly available sources and making it available for analysis by the R&D team and to the modelling systems. This role will join a newly formed small team and become an expert in the data extraction platforms, being able to write code for such platforms as well as the data itself and the data sources used. You will manage a pipeline of new data projects and report regularly on progress, and reduce lead-time in the creation of Production data system. Primary SkillsÂ  Required: 3+ years of experience working with Java Proven experience with data manipulation, such as the use of string parsing, regular expressions, data type conversions, and branching logic Experience with any relational databases such as Postgres, OracleÂ  or similar RDBMS system Strong team player and communication skills Agile experience, preferable within a Scrum team Â  Â Desired: Cloud data services (Google, AWS, Azure) Kafka Â  This role offers the opportunity to build from scratch a high performing leading edge platform to take this highly successful business to the next level. Â  Apply now!Â  Nicolle Hann-Dunbavin;Java Developers -  Sports Data Team
1238;Melbourne;Government & Defence;About us At Canterbury District Health Board, you will gain world class experience in the South Island's largest tertiary, teaching and research hospitals. With over 450 Resident Doctors employed at the CDHB, we pride ourselves on our level of medical education, training and supervision. Our culture Care and respect for others. Manaaki me te whakaute i te tangata Integrity in all we do. HÄpai i Ä mÄtou mahi katoa i runga i te pono Responsibility for outcomes. Te Takohanga i ngÄ hua What's in it for me? Live in a vibrant city, with a creative undercurrent. We have hills, beaches and ski fields a short drive from Christchurch city To find out more, visit http://bit.ly/2n9sr32 Enhance your career with first class training and supervision from the Medical Education and Training Unit (METU) Access support at all hours, including after-hours support from Clinical Team Coordinators and SMOs Skills and experience You will have at least one - two years of post-graduate experience. You must be eligible for general or provisional general registration with the Medical Council of New Zealand. You can check your eligibility by visiting the Council's website at www.mcnz.org.nz How to apply If you meet the above criteria, then please apply for your chosen vacancy by clicking the appropriate link below and selecting 'apply now'. You will need to submit: Electronic copies of your CV and covering letter, and Contact details for three referees Links: Christchurch-Based Roles Anaesthetic Registrar: https://bit.ly/2HtGK9x Anaesthetic Senior House Officer: https://bit.ly/2HsjjgD Emergency Medicine Registrar: https://bit.ly/2EEWqnh House Officer (General, O&G, Paediatric, Emergency Medicine): https://bit.ly/2ILoCXZ Intensive Care Registrar:https://bit.ly/2JAU6Bk Internal Medicine Registrars (Advanced Trainees and Basic Trainees Rotating):https://bit.ly/2HjtmqP Neonatal Fellow:https://bit.ly/2HyuW65 Obstetrics and Gynaecology Registrar:https://bit.ly/2IN0NPM Orthopaedic Registrar: https://bit.ly/2GTv3rr Ophthalmology Registrar: https://bit.ly/2HhYFSI Paediatric Registrar:https://bit.ly/2GS28Z7 Palliative Care Registrars:https://bit.ly/2JEidzl Psychiatry Registrar:https://bit.ly/2JDSyqd Radiation Oncology Registrar:https://bit.ly/2EHWiUg Surgical Registrars (Training, College, SET and Non-Training):https://bit.ly/2JDMyxG Ashburton Hospital: Rural Hospital Registrar (training and non-training roles):https://bit.ly/2qpx1J8 Rural Hospital Medicine House Officers:https://bit.ly/2ECk7wp;House Officer and Registrar Annual Recruitment 2018/ 2019
1239;Adelaide;Education & Training;Southern Cross Education Institute (SCEI)Â is a reputed RTO providing a range of nationally recognised courses across Victoria and South Australia. We are currently seeking a motivated and passionateÂ StudentWelfareÂ Officer to join our Adelaide team to extend support to ourÂ studentsÂ in Adelaide.Â  This is a 5-month Maternity Leave role and would suit someone with 1-2 yearsâ€™ experience working in an RTO who is looking to take their career to the next level. We are also looking for somebody with a strong administration background.Â  Position summary Reporting to the Campus Manager, this position is responsible for the provision of counselling and guidance toÂ studentsÂ of Southern Cross Education Institute. The support will include a variety of issues that supportÂ studentsâ€™ and teachersâ€™Â welfare, personal, work and study needs. This role is also responsible for the development, implementation and management of theÂ studentÂ intervention strategy designed to identify, assist, educate and motivateÂ students. Duties & Responsibilities Provide general advice toÂ studentsÂ regarding a variety of issues, dilemmas and or problems related to course progress, personal problems, accommodation, workplace relations, job search / career etc. Develop and maintain appropriate documentation of counselee appointments Ensure strict client confidentiality and share information with management and/or teachers ONLY where appropriate SupportingÂ studentsÂ by acquiring the adequate work placement opportunities as a part of completing their course when necessary, and addressing issues and concerns faced byÂ studentsÂ in such facilities when required. Prepare the requisite templates, forms, brochures and relevant procedures that would be supportive ofÂ studentsâ€™Â welfare, work, academic and personal needs Develop, maintain and deliver the induction program for newÂ students EnsureÂ studentsÂ are provided training plans during induction Issue warning letters toÂ studentsÂ who are at risk/ have low academic progress/ have low attendance Liaise with the Head of Department and other colleagues to ensure thatÂ studentsÂ are supported even during their work placement visits and follow up with those who do not complete the standard hours or does not meet the requirements of the course. Issue warning letters according to SCEI's policies and procedures ReviewÂ studentÂ applications Prepare for and conductÂ studentÂ feedback sessions Prepare for and conduct orientation sessions Coordinate and facilitate counselling services forÂ students Liaise with management and training staff to resolveÂ studentÂ issues and other concerns ManageÂ StudentÂ enquiries Maintaining a professional environment forÂ studentÂ learning Save and fileÂ studentÂ documents and records to dedicated locations Organise fortnightly social activities to help create an inclusive and friendly environment Ad hoc duties as required by Management Qualification & Competencies Bachelor degree or higher in psychology or similar disciplineÂ  Awareness of VET sector Awareness of confidentiality requirements Please note due to large volume of applications, only shortlisted candidates will be conducted. If your application should be unsuccessful, we thank you for your interest in Southern Cross Education Institute and wish you well in your future endeavors. Â;Student Welfare / Administration Officer
1240;Melbourne;Manufacturing, Transport & Logistics;The role We currently have a full time permanent opportunity for a HR licenced truck driver to join our fleet of Concrete Agitator Truck Drivers. Based out of Deer Park, Campbellfield, Hallam orÂ Port Melbourne, you will be responsible for the loading and delivery of pre-mixed concrete to metro customer sites as well as general duties and housekeeping as required. If you hold a HR (Heavy Rigid) licence, we will train you in all areas required to become a capable Concrete Agitator Truck Driver. This is a great opportunity to gain specialized driving experience in a secure and growing industry. To be successful in this role you will enjoy working with a wide variety of customers daily, be flexible and approachable, feel pride in doing a good job, and have a strong commitment to health and safety. Responsibilities Ensure safety, health and environment standards are maintained Deliver concrete to customer sites and maintain customer relationships Complete basic documentation associated with the collection and delivery of concrete Maintain the vehicle in a clean and tidy condition, undertaking general housekeeping where required What you will need to succeed Current HR (Heavy Rigid) licence as a minimum Previous experience within the concrete industry highly regarded however full training will be provided A strong commitment to health and safety A reliable team player attitude with a focus on customer service Flexibility to work in a small team environment and assist with other duties as required Our business Central Pre-Mix Concrete is an integrated concrete and aggregate operation with five concrete plants and a hard rock aggregate quarry serving the metropolitan Melbourne market. Our modern high capacity batch plants are located at Deer Park, Campbellfield, Hallam, Port Melbourne and Gisborne and we operate a fleet of agitator trucks and an aggregate and cement cartage fleet. Central Pre-Mix Concrete is a subsidiary of Adelaide Brighton Limited, a leading Australian construction materials company with operations that comprise cement and lime, concrete and aggregates and concrete products and employs 1,500 people nationally.;Concrete Agitator Truck Driver
1241;Port Hedland, Karratha & Pilbara;Trades & Services;"Newman residential role 4 day shifts on, 4 night shifts on , 4 days off 12.5 hours per shift inclusive of a 30 minute unpaid meal break Relocation package on offer Reporting to the Contract Supervisor, the Shift Supervisor is accountable for the daily management, leadership, support and mentoring of the Leading Hands and on-site workshop / in pit personnel, ensuring a high level of safety focus with actions that support a belief in a zero harm culture. The shift supervisor has responsibility to ensure plan compliance and efficient work execution and workshop housekeeping while adhering to best practice standards at all times. You will also be responsible for the coordination of breakdowns and planned repairs and in accordance with contractual obligations. The successful candidate will have; An Australian recognised trade qualified certificate (Heavy Diesel Plant Mechanic or Auto Electrician) with a minimum 5 years' post qualification experience Demonstrated supervisory experience with experience in training and mentoring Basic understanding of financial principles including working to set budgets Excellent communication skills (written, verbal, interpersonal) Excellent customer service skills with the ability to build and maintain successful working relationships Intermediate computer literacy skills - MS Office, internet based applications Demonstrated analytical, problem solving and negotiation skills Highly developed attention to detail Advanced time management, planning and organisational skills with the ability to manage multiple priorities to meet objectives Ability to work successfully within a team and autonomously Â Desirable: Caterpillar dealer experience working in maintenance and repair contracts Green Belt CPS/Lean/6 Sigma qualified Certificate IV Frontline Management or Diploma of Management WesTrac is an equipment solutions company and one of the world's leading Caterpillar Dealerships. Operating in NSW, ACT and WA, we supply equipment solutions to thousands of customers across the mining, construction, transport, forestry, agriculture and power generation sectors. At WesTrac our primary focus is our people. We know that our success is the result of more than 3,000 talented people working together to achieve amazing outcomes. Now, as we look to the future and our goal of becoming the first choice in equipment solutions, we're more focused than ever on harnessing the best talent for our business. Â";Shift Supervisor: Mt Whaleback Residential 4/4/4
1242;Brisbane;Marketing & Communications;"Is your passion to build and inspire a dedicated team committed to delivering an exceptional customer experience? This could be the career changing opportunity you have been looking forâ€¦. Queensland Rail has an exciting opportunity for a high calibre, first class leader with a track record of success in both customer strategy development and delivery. We are striving to become a world class railway while maintaining safe and reliable services across our network. Founded in 1865, with approximately 6,500 staff, more than $6 billion in fixed and other assets and more than 6,500 kilometres of track, Queensland Rail is dedicated to increasing rail patronage through improved reliability, frequency of services and making rail travel the transport mode of choice in Queensland. We areâ€‹ committed to building a customer-centric business by connecting with customers, improving frontline services and facilitating Queenslandâ€™s growth and development. At Queensland Rail we believe safety comes first. Always. This is a new position within our organisation and has been created for one of a kind! Reporting to the EGM Customer Service & Innovation, the Senior Manager Customer Experience will lead the development and implementation of the customer experience strategy for QR and embed a customer centric culture across all levels of the organisation. A natural leader and influencer with a strong passion for the customer, the SM Customer Experience will use data, insights, technology and innovation to transform the customer experience, reduce customer effort and play a pivotal role in building QRâ€™s brand and reputation as a world class railway. Â  As a recognised leader, you will demonstrate effective and successful contemporary leadership at a functional level and promote a vibrant, performance-focused culture, initiating and implementing change and transformation in line with Queensland Railâ€™s values. Your leadership will flow through and be evident in the strong, influential and professional relationships you and your team hold with key stakeholders. Â  We are looking for candidates who have extensive proven experience of customer experience development and implementation in a large complex, ideally transport related, organisation. Your ability to influence change and drive performance will ensure your success in this role.Â Â  Â  We are looking for candidates with the following skills and experience: A strong influencer, with a sophisticated communication style and ability to deliver information Experience in a large and complex corporate environment with a broad range of stakeholders Ability to build a customer strategy and bring it to life Ability to manage a large and dynamic cross functional portfolio of customer activity and implement efficient ways of working/process to ensure effective delivery Continuous improvement mindset Highly commercial and comfortable operating at all levels Proven ability to lead, manage and develop a team Key Selection Criteria: Thought leader in customer experience Strong influencing and communication skills and ability to engage, coach and lead others at all levels to achieve customer focused outcomes High level analytical and conceptual skills including the ability to analyse information and use data to develop insights, in order to build and implement a comprehensive programme of activity to deliver for the customer and QR Proven ability to drive change and successfully deliver customer experience related outcomes/projects in a large, ideally transport related, complex organisation Understanding of technology (including digital) as it relates to improving and enhancing the customer experience Knowledge of and willingness to commit to and work within Queensland Rail's value and behaviours. Â  If you can demonstrate a high level of experience in the above criteria please apply to position numberÂ  #75039 by clicking onto the ""Apply"" button. Please submit a resume and 1 page covering letter outlining relevant experience by 5pm, Sunday 29th April 2018Â  Please keep covering letters Â to 1 page and CVs to 4 pages Queensland Rail is an equal opportunity employer and encourages women, Aboriginal and Torres Strait Islander people, people with disabilities and people from non-English speaking backgrounds to apply for this position. In addition to a generous superannuation scheme, Queensland Rail also offers free train travel to and from work on duty days and a healthy work/ life balance. The recruitment and selection process for this position may require shortlisted applicants to undertake online and on-site psychometric assessment and a Pre-Employment Health Assessment including Alcohol and Drug testing Â PN75039 - Senior Manager Customer Experience.pdf Â";Senior Manager Customer Experience
